county,year,month,temperature,mu,sigma,norm_loss,quantile_score
Merced,2022,2,11.37943865647526,11.196833286654863,1.183480118299876,-1.0993013972371428,0.14528122122929302
Merced,2022,3,15.246923879851806,13.643311164708779,1.5136206010673692,-1.8946653724596625,0.4921596874673629
Merced,2022,4,17.217572697283174,16.367779485173184,1.50890317363651,-1.488910806205089,0.2719879347947702
Merced,2022,5,20.94191059870485,20.092773699463358,1.8751840686342087,-1.6501722095690319,0.2974272654595949
Merced,2022,6,25.864901163712545,23.817394468098698,1.456868616469975,-2.282825172802496,0.6721340545905141
Merced,2022,7,27.368340182503857,26.47424930540426,1.2769506343767747,-1.4085370456880746,0.2718717680978671
Merced,2022,8,27.820412854038125,25.733159627507202,1.1061630952106443,-2.800089832526418,0.7515909322085822
Merced,2022,9,25.885337205033125,23.402194783070474,1.0313382849633588,-3.848280307534398,0.9629743729541168
Merced,2022,10,19.94370189637772,18.542145850692016,1.2718899021981322,-1.7665867138296332,0.4332180330331834
Merced,2022,11,10.58055006741813,12.810887490375212,1.2648518994766815,-2.7085405716763233,0.7858974351838759
Merced,2022,12,8.9181054001441,9.172433926483334,1.3108253528453588,-1.208417716921113,0.16456651143731552
Orange,2022,1,13.423766726041038,12.670635499978133,1.0027368743551883,-1.2037289674564366,0.22721333478595293
Orange,2022,2,13.988387629875149,13.094637321080626,1.2421164025340852,-1.394622907551808,0.27081595838385025
Orange,2022,3,15.364923753961875,14.260165439593434,1.2676475606314124,-1.5358599089172933,0.3321331688682228
Orange,2022,4,16.897557453840534,15.701447523660748,1.2437314336259158,-1.5994984293783279,0.3621619519967437
Orange,2022,5,17.429155860825404,17.257441183265648,1.2965888543499922,-1.1874450007405593,0.15754801966555942
Orange,2022,6,20.98238011016042,19.39932344901842,1.176276658587167,-1.9869083548187079,0.5132913652842421
Orange,2022,7,21.76018894632415,21.705324504816218,1.1246674041676432,-1.0376157659128915,0.13320775115269215
Orange,2022,8,23.8169396325024,22.471998269944944,1.0804250657381667,-1.771089133883837,0.427171678236028
Orange,2022,9,24.55325643885925,21.808116096799598,1.2567787588383146,-3.533001556453312,1.0348784651525962
Orange,2022,10,19.76846150070856,19.16842005105324,1.3228673921369025,-1.3016128204635797,0.21000145916074478
Orange,2022,11,14.49038924536086,15.65983112423618,1.2361193546490168,-1.578429297908427,0.35349974809768636
Orange,2022,12,12.616945694402432,12.47753172951975,0.8966028323546033,-0.8218850214389442,0.11013525395778007
Placer,2022,1,4.632837605484156,3.8986692295538714,1.2167199316769202,-1.2971427569677672,0.23019891854158508
Placer,2022,2,4.9031513591882,4.857469324981904,1.4382355654170533,-1.2828600236077945,0.1699764657509667
Placer,2022,3,8.35833703166486,6.837163436106752,1.5920809709760968,-1.8404347334393154,0.46023160805893304
Placer,2022,4,9.484580553687351,9.153710550803392,1.4913747032406623,-1.343246826836196,0.1906789248709833
Placer,2022,5,13.850460834030116,13.488255585286504,2.1026220747873294,-1.676961080114058,0.26059346135718264
Placer,2022,6,19.50996039759201,18.4075972499903,1.537590935210202,-1.6061581389213877,0.33416896019973524
Placer,2022,7,23.103441736199784,22.063546576437485,1.242105513832852,-1.4862013694589638,0.3123711619336458
Placer,2022,8,23.63802439969129,21.420193544080544,1.0754215302740617,-3.1181708545052045,0.8212787432884386
Placer,2022,9,20.71146645615596,18.579225392966134,1.079527252388693,-2.9460939494535965,0.7791927221337417
Placer,2022,10,15.113455933732496,13.0549971250523,1.5192619321672236,-2.2550498307864535,0.6687469487192361
Placer,2022,11,4.180247388489818,6.994951021319549,1.5875846126284179,-2.9528231018538205,0.9936022806213614
Placer,2022,12,3.089858581572116,3.468089240004417,1.2702292187151776,-1.202468102635517,0.17239080386204977
Riverside,2022,1,12.481167436647752,11.679339299272048,1.2998261867914382,-1.3714354527120494,0.24995596147815669
Riverside,2022,2,13.016571385875976,12.999133658939675,1.6442553643244693,-1.41628238445831,0.19403784506324853
