,year,month,temperature,quantile_score,county
0,2018,1,10.577028931472228,0.0,Solano
1,2018,2,11.793925978391655,0.0,Solano
2,2018,3,12.725309196187538,0.0,Solano
3,2018,4,15.6715183741818,0.08957176468455524,Solano
4,2018,5,18.498957971745995,0.12150222332121675,Solano
5,2018,6,22.06890435655004,0.08569618497500178,Solano
6,2018,7,22.92686621604969,0.07489730439919827,Solano
7,2018,8,20.96850731249924,0.11455417051078966,Solano
8,2018,9,19.955710899350947,0.1455630394616639,Solano
9,2018,10,18.32296989397946,0.09123714880963137,Solano
10,2018,11,13.754038127864192,0.1873207658562117,Solano
11,2018,12,10.23719064030189,0.22521291819388808,Solano
12,2019,1,10.882236268125098,0.0,Solano
13,2019,2,9.330235233080655,0.0,Solano
14,2019,3,12.381747929701248,0.0,Solano
15,2019,4,16.826479557482287,0.1987229719016983,Solano
16,2019,5,16.46058531296211,0.19805751980177444,Solano
17,2019,6,22.64724105330737,0.11708837493339577,Solano
18,2019,7,22.63594238420734,0.0642083148391796,Solano
19,2019,8,23.478632358144523,0.1985028716042503,Solano
20,2019,9,21.992405923994625,0.08652132227644477,Solano
21,2019,10,17.639601046215034,0.12867161128644558,Solano
22,2019,11,12.91089798392676,0.09432913752493867,Solano
23,2019,12,10.565146920134964,0.1298158267141174,Solano
24,2020,1,9.869595080654337,0.0,Solano
25,2020,2,12.984917408698491,0.0,Solano
26,2020,3,12.738708389137116,0.0,Solano
27,2020,4,16.758976196906872,0.24674101605179427,Solano
28,2020,5,20.25786593376131,0.13056635187813384,Solano
29,2020,6,22.592310100389795,0.1092892126591292,Solano
30,2020,7,22.110620245622613,0.06700493219357259,Solano
31,2020,8,24.32397677126136,0.24207351752711634,Solano
32,2020,9,23.07919901422485,0.13906768460372004,Solano
33,2020,10,20.29903978176071,0.22756231111625588,Solano
34,2020,11,12.273181693372408,0.19555628130163194,Solano
35,2020,12,10.0748560425576,0.13785099501614412,Solano
36,2021,1,10.505655722210918,0.0,Solano
37,2021,2,12.301731715042536,0.0,Solano
38,2021,3,12.68874769526076,0.0,Solano
39,2021,4,16.013196623991917,0.09903926056980149,Solano
40,2021,5,19.820282999021288,0.09355094318416286,Solano
41,2021,6,21.75793108477717,0.07968639724405506,Solano
42,2021,7,21.773489227848927,0.07946588654353734,Solano
43,2021,8,21.798884838896186,0.06541317931172097,Solano
44,2021,9,21.164872974337698,0.0821609768517566,Solano
45,2021,10,16.90851601718464,0.1560574918167579,Solano
46,2021,11,13.303770434002445,0.09874583399899499,Solano
47,2021,12,8.991566600606859,0.1092946960492159,Solano
48,2022,1,9.796016636226057,0.0,Solano
49,2022,2,11.8554757646383,0.0,Solano
50,2022,3,14.494056029620936,0.0,Solano
51,2022,4,16.245818579899833,0.10557444782899343,Solano
52,2022,5,19.768492803660365,0.10001127069020549,Solano
53,2022,6,23.25663649271246,0.19179042272569372,Solano
54,2022,7,21.60771228657052,0.11383669256533961,Solano
55,2022,8,22.9166904237357,0.09512011273362746,Solano
56,2022,9,22.783010420755545,0.14929097658495757,Solano
57,2022,10,17.85508701000151,0.0956911936808444,Solano
58,2022,11,10.968668432686629,0.3909835030725835,Solano
59,2022,12,8.534896989148535,0.1387085075974772,Solano
60,2023,1,10.313241101443396,0.0,Solano
61,2023,2,9.162979269939967,0.0,Solano
62,2023,3,10.51670103069256,0.0,Solano
63,2023,4,15.015846206297796,0.09434171197674332,Solano
64,2023,5,16.722750441115352,0.12247086905399172,Solano
65,2023,6,18.912204963075965,0.2769252669489155,Solano
66,2023,7,22.422598268153934,0.07397237206927332,Solano
67,2023,8,23.34312818922251,0.14799159176728538,Solano
68,2023,9,20.32115880124917,0.07291076059581839,Solano
69,2023,10,18.79188696662476,0.15023490519717206,Solano
70,2023,11,13.756104641982915,0.1279946058196617,Solano
71,2023,12,11.19834025611243,0.25617127530275213,Solano
72,2024,1,,,Solano
73,2024,2,,,Solano
74,2024,3,,,Solano
75,2024,4,,,Solano
76,2024,5,,,Solano
77,2024,6,,,Solano
78,2024,7,,,Solano
79,2024,8,,,Solano
80,2024,9,,,Solano
81,2024,10,,,Solano
82,2024,11,,,Solano
83,2024,12,,,Solano
