,county,year,month,temperature,mu,sigma,temp_anom_L12,quantile_score
0,Placer,2018,1,5.820101785805036,5.8057413,0.2585079,-1.0205883841626209,0.030658775131715315
1,Placer,2018,2,4.215296604129435,4.375409,0.27174652,0.7390398713357449,0.05053633987575189
2,Placer,2018,3,5.442743607432817,5.094029,0.3298332,0.8397428455689653,0.10698524785919235
3,Placer,2018,4,9.676850513444435,9.751284,0.26267314,0.062122900441373474,0.03520971238550136
4,Placer,2018,5,14.02691713553304,14.226257,0.24664849,1.3564368371753677,0.05989645898844715
5,Placer,2018,6,19.551780160618137,19.639788,0.2695771,1.7911232362299145,0.03754185259622742
6,Placer,2018,7,24.104445742133123,23.88702,0.3564615,2.3067674371593725,0.0679723103229604
7,Placer,2018,8,21.475395743251056,21.550354,0.29309306,2.0861746772956806,0.03841677763395207
8,Placer,2018,9,18.56238961568033,18.49191,0.2301431,-0.20866350368113373,0.03146244163244261
9,Placer,2018,10,13.23437054893094,13.404362,0.21801467,-0.01978629605166482,0.05115212862672512
10,Placer,2018,11,8.212310229224443,7.9988847,0.28133944,1.21994694120679,0.0643380296710674
11,Placer,2018,12,4.384924627896908,4.448268,0.267361,0.7161380445293379,0.034554433905898865
12,Placer,2019,1,5.122475119242949,5.086249,0.2585079,2.0771440963043384,0.03152178461345016
13,Placer,2019,2,2.049524980560875,2.1139243,0.32725403,-0.6038951494087037,0.04115339668646346
14,Placer,2019,3,6.1342757244803465,6.192691,0.27910665,-1.475400988268488,0.03538398862819974
15,Placer,2019,4,11.190399354019064,10.777205,0.26702076,0.7692839431388947,0.13966282951823214
16,Placer,2019,5,11.755752279942271,11.709983,0.25357664,0.669553666178972,0.031575229164575974
17,Placer,2019,6,19.484852845939884,19.5128,0.25478432,1.4959743588735854,0.03067789417597709
18,Placer,2019,7,22.001110896924843,21.967052,0.30131838,2.321296411616707,0.036326695842397824
19,Placer,2019,8,22.55034975716564,22.53723,0.30837688,0.37074273311862527,0.03649560480864381
20,Placer,2019,9,17.472729289757638,17.546541,0.28005376,0.11037959518863616,0.036939778404084
21,Placer,2019,10,11.455611800714337,11.362836,0.2073876,0.21095033929442586,0.03269357375735041
22,Placer,2019,11,8.370371759209092,8.460956,0.23798905,1.3380388110924217,0.03494071991347022
23,Placer,2019,12,4.844989119158527,4.9418626,0.28201482,1.0311978457977706,0.03991389791151862
24,Placer,2020,1,4.497061219270961,4.267647,0.2796599,1.3795174297422514,0.06892450838154048
25,Placer,2020,2,6.271570326406447,6.1972947,0.25345638,-2.7696667729772635,0.03425934875289586
26,Placer,2020,3,5.371398778350908,5.6631355,0.3162578,-0.7838688712209585,0.08799237614747048
27,Placer,2020,4,10.03078127455734,10.123978,0.26267314,2.2828327837135234,0.03758102188611868
28,Placer,2020,5,14.581576865514364,14.478162,0.25357664,-1.6016111894117966,0.0382972234796722
29,Placer,2020,6,18.761581455817577,18.807423,0.23562264,1.4290470441953325,0.029590545926980197
30,Placer,2020,7,22.279175076504146,22.253738,0.30837688,0.21796156640842668,0.036805406189520995
31,Placer,2020,8,23.377993416813126,23.505146,0.35122108,1.4456967470332103,0.050608658494131556
32,Placer,2020,9,20.754718746086155,20.816877,0.27814987,-0.9792807307340574,0.035601296778340875
33,Placer,2020,10,16.108544388151813,16.239246,0.21443953,-1.5678084089221773,0.040868722503000596
34,Placer,2020,11,6.376245296516345,6.7617455,0.28133944,1.4961003410770717,0.12564694902302978
35,Placer,2020,12,4.031769961074303,3.7638438,0.38166484,1.4912623370593896,0.08143773589286749
36,Placer,2021,1,4.140012746815046,4.1739087,0.2664107,0.754103529770263,0.03229444574329196
37,Placer,2021,2,5.074601401668758,5.038681,0.25189185,1.4523785728683087,0.030749555105257842
38,Placer,2021,3,5.095051671521787,5.0189853,0.25881144,-1.5467458173503967,0.035008912373371164
39,Placer,2021,4,10.288559916226404,10.416422,0.22575691,1.123214704251799,0.040850010864541465
40,Placer,2021,5,14.992363179321387,14.970879,0.20258641,1.2242133961602963,0.024359376467800703
41,Placer,2021,6,21.018503326987,21.038889,0.28250292,0.705775654073026,0.03362304837284145
42,Placer,2021,7,24.14672236387532,23.894674,0.3564615,0.49602574598772975,0.07653014437475443
43,Placer,2021,8,22.25034253282729,22.345568,0.30837688,2.2733404066806955,0.04225717012900442
44,Placer,2021,9,19.292067822431363,19.35567,0.25478432,2.30270872559446,0.033239850348249396
45,Placer,2021,10,11.27512191338286,11.374167,0.26816154,3.085124178515299,0.03892782809640069
46,Placer,2021,11,8.990140175191925,8.8462105,0.30818865,-0.49802612161567605,0.04965552959284761
47,Placer,2021,12,3.677161738106065,3.6644554,0.28668022,0.6780431789751664,0.03393557699507273
48,Placer,2022,1,4.632837605484156,4.5938444,0.25425938,0.39705505731434787,0.03119666532669158
49,Placer,2022,2,4.9031513591882,4.9810424,0.31188765,0.2554096481306196,0.04069286511350438
50,Placer,2022,3,8.35833703166486,8.267861,0.24664849,-1.8230929241795177,0.03571347804262578
51,Placer,2022,4,9.484580553687351,9.484993,0.25994867,1.3809933459208636,0.030664586802505136
52,Placer,2022,5,13.850460834030116,13.88791,0.22545187,1.6349997099673192,0.027850775646528565
53,Placer,2022,6,19.50996039759201,19.40389,0.25478432,2.9626975252424472,0.038828050779383505
54,Placer,2022,7,23.103441736199784,23.064148,0.32679248,2.363573033358904,0.039504922394252726
55,Placer,2022,8,23.63802439969129,23.618734,0.35215342,1.145689522694859,0.04175815461682096
56,Placer,2022,9,20.71146645615596,20.721052,0.30388984,0.8400578019396683,0.0359139149208912
