,year,month,temperature,quantile_score,county
0,2018,1,15.18691827725661,0.0,Orange
1,2018,2,13.848450527210446,0.0,Orange
2,2018,3,14.304770497220147,0.0,Orange
3,2018,4,16.480487242135666,0.07255236663935799,Orange
4,2018,5,16.833456504995922,0.1057131527658305,Orange
5,2018,6,19.709193490616485,0.08066091435885706,Orange
6,2018,7,24.42454245852645,0.36685161600621147,Orange
7,2018,8,24.28041490398971,0.07166242636649127,Orange
8,2018,9,21.72459304751635,0.08671321021890945,Orange
9,2018,10,19.746800189663816,0.07143602102320075,Orange
10,2018,11,17.26883448623005,0.16866139056278195,Orange
11,2018,12,13.661286084796645,0.1120830034267008,Orange
12,2019,1,13.208615283381732,0.0,Orange
13,2019,2,11.23377785462037,0.0,Orange
14,2019,3,14.34762871801297,0.0,Orange
15,2019,4,16.504415097327524,0.19713838176766305,Orange
16,2019,5,16.052806504494583,0.10201103588050772,Orange
17,2019,6,19.136478830836325,0.07076806485384739,Orange
18,2019,7,22.050566280368912,0.06286810934141034,Orange
19,2019,8,22.61463006760772,0.11434754884865535,Orange
20,2019,9,22.584121316439848,0.07430232596996232,Orange
21,2019,10,19.83195524120481,0.13654589285520924,Orange
22,2019,11,16.171069250106655,0.0852808744900735,Orange
23,2019,12,13.07340993399322,0.09621528415142776,Orange
24,2020,1,13.059862205166668,0.0,Orange
25,2020,2,14.0812936998434,0.0,Orange
26,2020,3,13.914799171808568,0.0,Orange
27,2020,4,16.340049438500614,0.21955129264088102,Orange
28,2020,5,19.26919647577972,0.3875344670338213,Orange
29,2020,6,20.264198749362265,0.0783559385309625,Orange
30,2020,7,21.84931042462881,0.13654598688428113,Orange
31,2020,8,23.929726829569177,0.06509417481627552,Orange
32,2020,9,23.31786250890065,0.12091786033867334,Orange
33,2020,10,21.42011575151281,0.190930366924809,Orange
34,2020,11,15.84074979527884,0.09487083549359877,Orange
35,2020,12,13.616396047456874,0.18550787988269588,Orange
36,2021,1,13.335522949332471,0.0,Orange
37,2021,2,13.813124032716589,0.0,Orange
38,2021,3,13.25229742965513,0.0,Orange
39,2021,4,16.235468533514336,0.07073292035897184,Orange
40,2021,5,17.24675965304533,0.08076222850362196,Orange
41,2021,6,20.1382511047708,0.07495747898116317,Orange
42,2021,7,22.645617611276805,0.09349488279874162,Orange
43,2021,8,22.70095154540252,0.0938205892786277,Orange
44,2021,9,21.611029320832017,0.10981504588916723,Orange
45,2021,10,18.527005088951285,0.36470715634463696,Orange
46,2021,11,17.0917919391523,0.19705445669490057,Orange
47,2021,12,12.212491886846236,0.07116620437903048,Orange
48,2022,1,13.423766726041038,0.0,Orange
49,2022,2,13.988387629875149,0.0,Orange
50,2022,3,15.364923753961875,0.0,Orange
51,2022,4,16.897557453840534,0.08532460082854533,Orange
52,2022,5,17.429155860825404,0.09621785879844814,Orange
53,2022,6,20.98238011016042,0.17984980301235007,Orange
54,2022,7,21.76018894632415,0.09659608404392729,Orange
55,2022,8,23.8169396325024,0.06927150863521267,Orange
56,2022,9,24.55325643885925,0.17138057961692044,Orange
57,2022,10,19.76846150070856,0.0764829227727527,Orange
58,2022,11,14.49038924536086,0.4444211261963783,Orange
59,2022,12,12.616945694402432,0.06572206157124488,Orange
60,2023,1,12.053069770908737,0.0,Orange
61,2023,2,11.510307258358637,0.0,Orange
62,2023,3,12.376349375827829,0.0,Orange
63,2023,4,14.851809869912302,0.12793568420474488,Orange
64,2023,5,15.857311728362902,0.1284811806340782,Orange
65,2023,6,17.673929995928916,0.15796817610968053,Orange
66,2023,7,22.6374791353544,0.17437547105192755,Orange
67,2023,8,23.08021290799053,0.0833494741934821,Orange
68,2023,9,20.808586541035083,0.16472428826849408,Orange
69,2023,10,19.68540732630305,0.12073498525353304,Orange
70,2023,11,16.637462888569132,0.07786180693470267,Orange
71,2023,12,14.601379188778935,0.5074804081484487,Orange
72,2024,1,,,Orange
73,2024,2,,,Orange
74,2024,3,,,Orange
75,2024,4,,,Orange
76,2024,5,,,Orange
77,2024,6,,,Orange
78,2024,7,,,Orange
79,2024,8,,,Orange
80,2024,9,,,Orange
81,2024,10,,,Orange
82,2024,11,,,Orange
83,2024,12,,,Orange
