,year,month,temperature,quantile_score,county
0,2018,1,10.745331852586844,0.0,Kern
1,2018,2,9.828535092103095,0.0,Kern
2,2018,3,11.438706520973426,0.0,Kern
3,2018,4,16.247626823895644,0.257165717932811,Kern
4,2018,5,19.27754959863148,0.07578971035807677,Kern
5,2018,6,24.662044986529395,0.08501950118669603,Kern
6,2018,7,29.4138705777728,0.32713081841385183,Kern
7,2018,8,27.42607528912453,0.08139821576030828,Kern
8,2018,9,24.046543659042584,0.086708367015824,Kern
9,2018,10,17.896419288360107,0.2484879444974974,Kern
10,2018,11,12.9643652145553,0.1498860499196252,Kern
11,2018,12,8.52281326995029,0.12078189511443069,Kern
12,2019,1,9.126965216652591,0.0,Kern
13,2019,2,6.582651069469762,0.0,Kern
14,2019,3,11.624964087401963,0.0,Kern
15,2019,4,17.293261603712665,0.6237803410204583,Kern
16,2019,5,16.36207211072849,0.2088328900153344,Kern
17,2019,6,25.20993084418052,0.12951231726222956,Kern
18,2019,7,27.266063929796303,0.18284845116327317,Kern
19,2019,8,27.089645066922003,0.08588659963211172,Kern
20,2019,9,22.99669415086271,0.18641463570957387,Kern
21,2019,10,16.564245916191908,0.33905448756764334,Kern
22,2019,11,12.38271572391602,0.09424609602022925,Kern
23,2019,12,8.10144576006445,0.14762665833126723,Kern
24,2020,1,8.1195929436916,0.0,Kern
25,2020,2,11.082013517284452,0.0,Kern
26,2020,3,10.894693505815098,0.0,Kern
27,2020,4,15.146537435600806,0.13397938151735173,Kern
28,2020,5,20.71972635453085,0.18517640439336833,Kern
29,2020,6,24.045211642607853,0.13951958544368187,Kern
30,2020,7,27.41167157792694,0.15576309785282408,Kern
31,2020,8,28.2203703318084,0.23926228659895538,Kern
32,2020,9,24.96313401458883,0.08405576054171783,Kern
33,2020,10,20.37169608159041,0.2909964713692562,Kern
34,2020,11,11.435380268052596,0.30263397033729267,Kern
35,2020,12,8.460771117032834,0.132501688669001,Kern
36,2021,1,8.634367416396401,0.0,Kern
37,2021,2,10.040222952661054,0.0,Kern
38,2021,3,10.869266790836036,0.0,Kern
39,2021,4,16.725144115626335,0.24025747119382318,Kern
40,2021,5,20.85520003963205,0.12757031511419833,Kern
41,2021,6,26.74432302749267,0.4586485761888843,Kern
42,2021,7,29.60345736411284,0.3355142131931019,Kern
43,2021,8,27.846067228304605,0.12653540588993112,Kern
44,2021,9,24.40349486532284,0.13277712142298614,Kern
45,2021,10,16.151525198268303,0.5108432050336896,Kern
46,2021,11,13.524284612892018,0.17389726845545134,Kern
47,2021,12,7.756337323042317,0.08749232409142177,Kern
48,2022,1,8.801778850852656,0.0,Kern
49,2022,2,10.04735314364001,0.0,Kern
50,2022,3,13.255765256818565,0.0,Kern
51,2022,4,15.79005595889396,0.1156656781536965,Kern
52,2022,5,19.56561393744749,0.1632147248155403,Kern
53,2022,6,24.849012748884945,0.08074899744413805,Kern
54,2022,7,28.141998482834254,0.07324576368906717,Kern
55,2022,8,28.64678048363254,0.31612263916574174,Kern
56,2022,9,25.70758599346692,0.3026697963538736,Kern
57,2022,10,19.56300036975017,0.11610618817217676,Kern
58,2022,11,9.404840279390667,0.5396111524602141,Kern
59,2022,12,7.623090614188072,0.131451947336628,Kern
60,2023,1,7.478706907020694,0.0,Kern
61,2023,2,7.304307583947605,0.0,Kern
62,2023,3,8.879130568190533,0.0,Kern
63,2023,4,15.46523572246548,0.1179603810758407,Kern
64,2023,5,19.16952113420712,0.08417378838725746,Kern
65,2023,6,21.263163905310307,0.42323679708041895,Kern
66,2023,7,28.883434296082555,0.21001396468632635,Kern
67,2023,8,26.02928090874235,0.07489526009066286,Kern
68,2023,9,22.422262116395927,0.12928206685233196,Kern
69,2023,10,18.18834184155378,0.08251984371971491,Kern
70,2023,11,12.462116977968035,0.09406935297786079,Kern
71,2023,12,9.99462231054332,0.3914645532331179,Kern
72,2024,1,,,Kern
73,2024,2,,,Kern
74,2024,3,,,Kern
75,2024,4,,,Kern
76,2024,5,,,Kern
77,2024,6,,,Kern
78,2024,7,,,Kern
79,2024,8,,,Kern
80,2024,9,,,Kern
81,2024,10,,,Kern
82,2024,11,,,Kern
83,2024,12,,,Kern
